scientific_name	dyntaxa_id	aphia_id	worms_scientific_name	worms_status	worms_rank	worms_kingdom	worms_phylum	worms_class	worms_order	worms_family	worms_genus
Microsetella norvegica	235146	116115	Microsetella norvegica	accepted	Species	Animalia	Arthropoda		Harpacticoida	Ectinosomatidae	Microsetella
Microstomus kitt	206208	127140	Microstomus kitt	accepted	Species	Animalia	Chordata		Pleuronectiformes	Pleuronectidae	Microstomus
Micrura baltica	233542	122549	Micrura baltica	accepted	Species	Animalia	Nemertea		Heteronemertea	Lineidae	Micrura
Mimachlamys varia	218391	236719	Mimachlamys varia	accepted	Species	Animalia	Mollusca		Pectinida	Pectinidae	Mimachlamys
Mnemiopsis leidyi	242128	106401	Mnemiopsis leidyi	accepted	Species	Animalia	Ctenophora		Lobata	Bolinopsidae	Mnemiopsis
Musculus subpictus	218386	506128	Musculus subpictus	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Modiolula phaseolina	218380	140461	Modiolula phaseolina	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Modiolula
Modiolus	1005166	138223	Modiolus	accepted	Genus	Animalia	Mollusca		Mytilida	Mytilidae	Modiolus
Modiolus modiolus	218383	140467	Modiolus modiolus	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Modiolus
Modiolula phaseolina	218380	140461	Modiolula phaseolina	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Modiolula
Maera loveni	233535	102820	Maera loveni	accepted	Species	Animalia	Arthropoda		Amphipoda	Maeridae	Maera
Asbjornsenia pygmaea	218342	879714	Asbjornsenia pygmaea	accepted	Species	Animalia	Mollusca		Cardiida	Tellinidae	Asbjornsenia
Molgula	1009359	103509	Molgula	accepted	Genus	Animalia	Chordata		Stolidobranchia	Molgulidae	Molgula
Molgula citrina	233545	103775	Molgula citrina	accepted	Species	Animalia	Chordata		Stolidobranchia	Molgulidae	Molgula
Molgulidae	2001959	103448	Molgulidae	accepted	Family	Animalia	Chordata		Stolidobranchia	Molgulidae	
Mollusca	5000023	51	Mollusca	accepted	Phylum	Animalia	Mollusca				
Molva molva	206180	126461	Molva molva	accepted	Species	Animalia	Chordata		Gadiformes	Lotidae	Molva
Monia	6005231	153020	Monia	accepted	Genus	Animalia	Mollusca		Pectinida	Anomiidae	Monia
Pododesmus patelliformis	218370	138751	Pododesmus patelliformis	accepted	Species	Animalia	Mollusca		Pectinida	Anomiidae	Pododesmus
Monoporeia affinis	233408	103077	Monoporeia affinis	accepted	Species	Animalia	Arthropoda		Amphipoda	Pontoporeiidae	Monoporeia
Monoculodes	1009360	101694	Monoculodes	accepted	Genus	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Monoculodes
Monoculodes breviops	233551	845994	Monoculodes breviops	unaccepted	Species	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Monoculodes
Kroyera carinata	233548	547074	Kroyera carinata	accepted	Species	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Kroyera
Monoculodes packardi	233549	102892	Monoculodes packardi	accepted	Species	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Monoculodes
Monoculodes pallidus	6021686	102893	Monoculodes pallidus	unaccepted	Species	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Monoculodes
Deflexilodes tenuirostratus	233550	547038	Deflexilodes tenuirostratus	accepted	Species	Animalia	Arthropoda		Amphipoda	Oedicerotidae	Deflexilodes
Monoporeia affinis	233408	103077	Monoporeia affinis	accepted	Species	Animalia	Arthropoda		Amphipoda	Pontoporeiidae	Monoporeia
Monoraphidium	1016310	160590	Monoraphidium	accepted	Genus	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium arcuatum	238753	558764	Monoraphidium arcuatum	unaccepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium contortum	263741	160591	Monoraphidium contortum	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium convolutum	238755	160592	Monoraphidium convolutum	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium dybowskii	238756	622807	Monoraphidium dybowskii	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium griffithii	238757	248134	Monoraphidium griffithii	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium komarkovae	238758	163100	Monoraphidium komarkovae	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium minutum	238759	163101	Monoraphidium minutum	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monoraphidium mirabile	238760	248135	Monoraphidium mirabile	accepted	Species	Plantae	Chlorophyta		Sphaeropleales	Selenastraceae	Monoraphidium
Monosiga	1010553	105535	Monosiga	accepted	Genus	Protozoa	Choanozoa		Craspedida	Codonosigaceae	Monosiga
Monostroma	1008583	144290	Monostroma	accepted	Genus	Plantae	Chlorophyta		Ulotrichales	Monostromataceae	Monostroma
Monostroma balticum	232842	145938	Monostroma balticum	accepted	Species	Plantae	Chlorophyta		Ulotrichales	Monostromataceae	Monostroma
Monostroma grevillei	232843	145940	Monostroma grevillei	accepted	Species	Plantae	Chlorophyta		Ulotrichales	Monostromataceae	Monostroma
Monstrilla	1012146	119780	Monstrilla	accepted	Genus	Animalia	Arthropoda		Monstrilloida	Monstrillidae	Monstrilla
Monstrilla longiremis	244501	119805	Monstrilla longiremis	accepted	Species	Animalia	Arthropoda		Monstrilloida	Monstrillidae	Monstrilla
Mysella	1005116	138186	Mysella	accepted	Genus	Animalia	Mollusca		Galeommatida	Lasaeidae	Mysella
Tellimya ferruginosa	232152	146952	Tellimya ferruginosa	accepted	Species	Animalia	Mollusca		Galeommatida	Lasaeidae	Tellimya
Montacuta substriata	218284	140377	Montacuta substriata	accepted	Species	Animalia	Mollusca		Galeommatida	Lasaeidae	Montacuta
Tellimya tenella	232154	152397	Tellimya tenella	accepted	Species	Animalia	Mollusca		Galeommatida	Lasaeidae	Tellimya
Mougeotia	1009461	248137	Mougeotia	accepted	Genus	Plantae	Charophyta		Zygnematales	Zygnemataceae	Mougeotia
Mougeotia	1009461	248137	Mougeotia	accepted	Genus	Plantae	Charophyta		Zygnematales	Zygnemataceae	Mougeotia
Mucidosphaerium pulchellum	238833	624695	Mucidosphaerium pulchellum	accepted	Species	Plantae	Chlorophyta		Chlorellales	Chlorellaceae	Mucidosphaerium
Sosane wahrbergi	227477	334811	Sosane wahrbergi	accepted	Species	Animalia	Annelida		Terebellida	Ampharetidae	Sosane
Mullus surmuletus	206189	126986	Mullus surmuletus	accepted	Species	Animalia	Chordata		Mulliformes	Mullidae	Mullus
Munida	1004799	106835	Munida	accepted	Genus	Animalia	Arthropoda		Decapoda	Munididae	Munida
Munida rugosa	102838	107160	Munida rugosa	accepted	Species	Animalia	Arthropoda		Decapoda	Munididae	Munida
Munidopsis serricornis	217754	107181	Munidopsis serricornis	accepted	Species	Animalia	Arthropoda		Decapoda	Munidopsidae	Munidopsis
Munnopsis typica	233552	118770	Munnopsis typica	accepted	Species	Animalia	Arthropoda		Isopoda	Munnopsidae	Munnopsis
Muscidae	2001373	150948	Muscidae	accepted	Family	Animalia	Arthropoda		Diptera	Muscidae	
Musculus	1005167	138225	Musculus	accepted	Genus	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Musculus discors	218384	140472	Musculus discors	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Musculus subpictus	218386	506128	Musculus subpictus	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Musculus niger	102716	140474	Musculus niger	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Musculus subpictus	218386	506128	Musculus subpictus	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Musculus
Mya	1005118	138211	Mya	accepted	Genus	Animalia	Mollusca		Myida	Myidae	Mya
Mya arenaria	218290	140430	Mya arenaria	accepted	Species	Animalia	Mollusca		Myida	Myidae	Mya
Mya truncata	218291	140431	Mya truncata	accepted	Species	Animalia	Mollusca		Myida	Myidae	Mya
Mycale lingua	218461	133289	Mycale lingua	alternate representation	Species	Animalia	Porifera		Poecilosclerida	Mycalidae	Mycale
Myidae	2000732	247	Myidae	accepted	Family	Animalia	Mollusca		Myida	Myidae	
Myoxocephalus	1001703	126152	Myoxocephalus	accepted	Genus	Animalia	Chordata		Perciformes	Cottidae	Myoxocephalus
Myoxocephalus quadricornis	100140	254529	Myoxocephalus quadricornis	accepted	Species	Animalia	Chordata		Perciformes	Cottidae	Myoxocephalus
Myoxocephalus scorpius	206109	127203	Myoxocephalus scorpius	accepted	Species	Animalia	Chordata		Perciformes	Cottidae	Myoxocephalus
Myrianida	1007374	129659	Myrianida	accepted	Genus	Animalia	Annelida		Phyllodocida	Syllidae	Myrianida
Galathowenia oculata	227556	146950	Galathowenia oculata	accepted	Species	Animalia	Annelida			Oweniidae	Galathowenia
Myriochele	1007621	129426	Myriochele	accepted	Genus	Animalia	Annelida			Oweniidae	Myriochele
Myriochele danielsseni	227553	130540	Myriochele danielsseni	accepted	Species	Animalia	Annelida			Oweniidae	Myriochele
Myriochele heeri	227555	130542	Myriochele heeri	accepted	Species	Animalia	Annelida			Oweniidae	Myriochele
Galathowenia oculata	227556	146950	Galathowenia oculata	accepted	Species	Animalia	Annelida			Oweniidae	Galathowenia
Myriophyllum	1006066	415670	Myriophyllum	accepted	Genus	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum
Myriophyllum alterniflorum	220832	1415719	Myriophyllum alterniflorum	accepted	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum
Myriophyllum sibiricum	223346	593221	Myriophyllum sibiricum	accepted	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum
Myriophyllum spicatum	223347	416205	Myriophyllum spicatum	accepted	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum
Myriophyllum verticillatum	223348	1297681	Myriophyllum verticillatum	accepted	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum
Myrtea spinifera	218280	140287	Myrtea spinifera	accepted	Species	Animalia	Mollusca		Lucinida	Lucinidae	Myrtea
Myrtea spinifera	218280	140287	Myrtea spinifera	accepted	Species	Animalia	Mollusca		Lucinida	Lucinidae	Myrtea
Mysella	1005116	138186	Mysella	accepted	Genus	Animalia	Mollusca		Galeommatida	Lasaeidae	Mysella
Kurtiella bidentata	218286	345281	Kurtiella bidentata	accepted	Species	Animalia	Mollusca		Galeommatida	Lasaeidae	Kurtiella
Mysia undata	218294	140728	Mysia undata	accepted	Species	Animalia	Mollusca		Venerida	Veneridae	Mysia
Mysida	3000218	149668	Mysida	accepted	Order	Animalia	Arthropoda		Mysida		
Mysida	3000218	149668	Mysida	accepted	Order	Animalia	Arthropoda		Mysida		
Mysidae	2001578	119822	Mysidae	accepted	Family	Animalia	Arthropoda		Mysida	Mysidae	
Mysinae	1012266	148706	Mysinae	accepted	Subfamily	Animalia	Arthropoda		Mysida	Mysidae	
Neomysis	1009362	119888	Neomysis	accepted	Genus	Animalia	Arthropoda		Mysida	Mysidae	Neomysis
Mysis mixta	263811	120113	Mysis mixta	accepted	Species	Animalia	Arthropoda		Mysida	Mysidae	Mysis
Mysis salemaai	263810	389360	Mysis salemaai	accepted	Species	Animalia	Arthropoda		Mysida	Mysidae	Mysis
Mysis salemaai	263810	389360	Mysis salemaai	accepted	Species	Animalia	Arthropoda		Mysida	Mysidae	Mysis
Mytilidae	2000701	211	Mytilidae	accepted	Family	Animalia	Mollusca		Mytilida	Mytilidae	
Mytilopsis leucophaeata	261402	156887	Mytilopsis leucophaeata	accepted	Species	Animalia	Mollusca		Myida	Dreissenidae	Mytilopsis
Mytilus	1005168	138228	Mytilus	accepted	Genus	Animalia	Mollusca		Mytilida	Mytilidae	Mytilus
Mytilus edulis	106665	140480	Mytilus edulis	accepted	Species	Animalia	Mollusca		Mytilida	Mytilidae	Mytilus
Myxilla	1005228	131970	Myxilla	accepted	Genus	Animalia	Porifera		Poecilosclerida	Myxillidae	Myxilla
Myxilla incrustans	218475	133882	Myxilla incrustans	alternate representation	Species	Animalia	Porifera		Poecilosclerida	Myxillidae	Myxilla
Myxine glutinosa	206192	101170	Myxine glutinosa	accepted	Species	Animalia	Chordata		Myxiniformes	Myxinidae	Myxine
Naididae	2002942	2039	Naididae	accepted	Family	Animalia	Annelida		Tubificida	Naididae	
Najas marina	219579	416207	Najas marina	accepted	Species	Plantae	Tracheophyta		Alismatales	Hydrocharitaceae	Najas
Nassariidae	2003065	151	Nassariidae	accepted	Family	Animalia	Mollusca		Neogastropoda	Nassariidae	
Nassarius	1004996	138235	Nassarius	accepted	Genus	Animalia	Mollusca		Neogastropoda	Nassariidae	Nassarius
Tritia incrassata	218062	876825	Tritia incrassata	accepted	Species	Animalia	Mollusca		Neogastropoda	Nassariidae	Tritia
Tritia nitida	250051	890057	Tritia nitida	accepted	Species	Animalia	Mollusca		Neogastropoda	Nassariidae	Tritia
Tritia nitida	250051	890057	Tritia nitida	accepted	Species	Animalia	Mollusca		Neogastropoda	Nassariidae	Tritia
Tritia nitida	250051	890057	Tritia nitida	accepted	Species	Animalia	Mollusca		Neogastropoda	Nassariidae	Tritia
Natatolana borealis	243211	118859	Natatolana borealis	accepted	Species	Animalia	Arthropoda		Isopoda	Cirolanidae	Natatolana
Polinices	1004965	147109	Polinices	accepted	Genus	Animalia	Mollusca		Littorinimorpha	Naticidae	Polinices
Euspira nitida	217995	151894	Euspira nitida	accepted	Species	Animalia	Mollusca		Littorinimorpha	Naticidae	Euspira
Euspira montagui	217994	140533	Euspira montagui	accepted	Species	Animalia	Mollusca		Littorinimorpha	Naticidae	Euspira
Euspira nitida	217995	151894	Euspira nitida	accepted	Species	Animalia	Mollusca		Littorinimorpha	Naticidae	Euspira
Navicula	1010447	149142	Navicula	accepted	Genus	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula directa	237557	149467	Navicula directa	alternate representation	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula gregaria	237564	172799	Navicula gregaria	accepted	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Hippodonta lesmonensis	237572	495357	Hippodonta lesmonensis	alternate representation	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Hippodonta
Navicula peregrina var. meniscus	6017822	180665	Navicula peregrina var. meniscus	alternate representation	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula rhynchocephala	237591	149444	Navicula rhynchocephala	accepted	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans	237599	149320	Navicula transitans	accepted	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. derasa	249403	175320	Navicula transitans var. derasa	accepted	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. derasa f. delicatula	249404	175321	Navicula transitans var. derasa f. delicatula	accepted	Forma	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. transitans	248633	175319	Navicula transitans var. transitans	accepted	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. transitans	248633	175319	Navicula transitans var. transitans	accepted	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. derasa	249403	175320	Navicula transitans var. derasa	accepted	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. derasa f. delicatula	249404	175321	Navicula transitans var. derasa f. delicatula	accepted	Forma	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula transitans var. transitans	248633	175319	Navicula transitans var. transitans	accepted	Variety	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula tripunctata	237600	149204	Navicula tripunctata	alternate representation	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Navicula vanhoeffenii	237601	175326	Navicula vanhoeffenii	uncertain	Species	Chromista	Ochrophyta		Naviculales	Naviculaceae	Navicula
Neanthes	1007408	129378	Neanthes	accepted	Genus	Animalia	Annelida		Phyllodocida	Nereididae	Neanthes
Alitta succinea	263384	234850	Alitta succinea	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Alitta
Alitta virens	227008	234851	Alitta virens	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Alitta
Nebalia bipes	233564	147032	Nebalia bipes	accepted	Species	Animalia	Arthropoda		Leptostraca	Nebaliidae	Nebalia
Oocystis solitaria	238774	178934	Oocystis solitaria	unaccepted	Species	Plantae	Chlorophyta		Chlorellales	Oocystaceae	Oocystis
Nemalion	1008402	144212	Nemalion	accepted	Genus	Plantae	Rhodophyta		Nemaliales	Nemaliaceae	Nemalion
Nematoda	5000021	799	Nematoda	accepted	Phylum	Animalia	Nematoda				
Nematocera	2001274	150922	Nematocera	accepted	Suborder	Animalia	Arthropoda		Diptera		
Nematoda	5000021	799	Nematoda	accepted	Phylum	Animalia	Nematoda				
Nematodinium	1010615	109490	Nematodinium	accepted	Genus	Chromista	Myzozoa		Gymnodiniales	Warnowiaceae	Nematodinium
Nematodinium armatum	238422	109907	Nematodinium armatum	accepted	Species	Chromista	Myzozoa		Gymnodiniales	Warnowiaceae	Nematodinium
Nematomorpha	5000017	162564	Nematomorpha	accepted	Phylum	Animalia	Nematomorpha				
Nematopsides vigilans	263278	547527	Nematopsides vigilans	accepted	Species	Chromista	Myzozoa		Gymnodiniales	Warnowiaceae	Nematopsides
Nemertea	5000018	152391	Nemertea	accepted	Phylum	Animalia	Nemertea				
Nemertesia	1011603	117195	Nemertesia	accepted	Genus	Animalia	Cnidaria		Leptothecata	Plumulariidae	Nemertesia
Nemertesia antennina	243080	117809	Nemertesia antennina	accepted	Species	Animalia	Cnidaria		Leptothecata	Plumulariidae	Nemertesia
Nemertea	5000018	152391	Nemertea	accepted	Phylum	Animalia	Nemertea				
Nemertea	5000018	152391	Nemertea	accepted	Phylum	Animalia	Nemertea				
Neoamphitrite	1007605	129702	Neoamphitrite	accepted	Genus	Animalia	Annelida		Terebellida	Terebellidae	Neoamphitrite
Neoamphitrite affinis	227513	131502	Neoamphitrite affinis	accepted	Species	Animalia	Annelida		Terebellida	Terebellidae	Neoamphitrite
Neoamphitrite figulus	227515	131504	Neoamphitrite figulus	accepted	Species	Animalia	Annelida		Terebellida	Terebellidae	Neoamphitrite
Neoamphitrite grayi	227516	131505	Neoamphitrite grayi	accepted	Species	Animalia	Annelida		Terebellida	Terebellidae	Neoamphitrite
Neocalyptrella robusta	237452	345491	Neocalyptrella robusta	alternate representation	Species	Chromista	Ochrophyta		Rhizosoleniales	Rhizosoleniaceae	Neocalyptrella
Neogastropoda	3000118	146	Neogastropoda	accepted	Order	Animalia	Mollusca		Neogastropoda		
Neogobius melanostomus	233631	126916	Neogobius melanostomus	accepted	Species	Animalia	Chordata		Gobiiformes	Gobiidae	Neogobius
Neogyptis rosea	226838	743514	Neogyptis rosea	accepted	Species	Animalia	Annelida		Phyllodocida	Hesionidae	Neogyptis
Neohela monstrosa	233565	102108	Neohela monstrosa	accepted	Species	Animalia	Arthropoda		Amphipoda	Unciolidae	Neohela
Neoleanira tetragona	227144	131069	Neoleanira tetragona	accepted	Species	Animalia	Annelida		Phyllodocida	Sigalionidae	Neoleanira
Neomenia carinata	217899	140560	Neomenia carinata	accepted	Species	Animalia	Mollusca			Neomeniidae	Neomenia
Neomysis integer	233556	120136	Neomysis integer	accepted	Species	Animalia	Arthropoda		Mysida	Mysidae	Neomysis
Nephasoma	1013041	136022	Nephasoma	accepted	Genus	Animalia	Sipuncula		Golfingiida	Golfingiidae	Nephasoma
Nephasoma diaphanes	247481	424387	Nephasoma diaphanes	alternate representation	Species	Animalia	Sipuncula		Golfingiida	Golfingiidae	Nephasoma
Nephasoma diaphanes	247481	424387	Nephasoma diaphanes	alternate representation	Species	Animalia	Sipuncula		Golfingiida	Golfingiidae	Nephasoma
Nephasoma minutum	247480	424440	Nephasoma minutum	alternate representation	Species	Animalia	Sipuncula		Golfingiida	Golfingiidae	Nephasoma
Nephrochlamys rostrata	238863	572053	Nephrochlamys rostrata	accepted	Species	Plantae	Chlorophyta		Chlorellales	Oocystaceae	Nephrochlamys
Nephrocytium	1010734	578354	Nephrocytium	accepted	Genus	Plantae	Chlorophyta		Chlorellales	Oocystaceae	Nephrocytium
Nephrops norvegicus	217765	107254	Nephrops norvegicus	accepted	Species	Animalia	Arthropoda		Decapoda	Nephropidae	Nephrops
Nephroselmis	1010811	134524	Nephroselmis	accepted	Genus	Plantae	Chlorophyta		Nephroselmidales	Nephroselmidaceae	Nephroselmis
Nephroselmis pyriformis	238985	134541	Nephroselmis pyriformis	accepted	Species	Plantae	Chlorophyta		Nephroselmidales	Nephroselmidaceae	Nephroselmis
Nephroselmis rotunda	238986	134542	Nephroselmis rotunda	accepted	Species	Plantae	Chlorophyta		Nephroselmidales	Nephroselmidaceae	Nephroselmis
Nephtyidae	2000494	956	Nephtyidae	accepted	Family	Animalia	Annelida		Phyllodocida	Nephtyidae	
Nephtys	1007416	129370	Nephtys	accepted	Genus	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys caeca	227026	130355	Nephtys caeca	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys ciliata	227027	130356	Nephtys ciliata	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys cirrosa	227028	130357	Nephtys cirrosa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys hombergii	227030	130359	Nephtys hombergii	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys hombergii	227030	130359	Nephtys hombergii	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys hystricis	227032	130360	Nephtys hystricis	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys incisa	227033	130362	Nephtys incisa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys incisa	227033	130362	Nephtys incisa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys kersivalensis	227031	130363	Nephtys kersivalensis	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys longosetosa	227034	130364	Nephtys longosetosa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys longosetosa	227034	130364	Nephtys longosetosa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys paradoxa	227035	130365	Nephtys paradoxa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Nephtys pente	227036	130352	Nephtys pente	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Aglaophamus pulcher	227037	547398	Aglaophamus pulcher	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Aglaophamus
Nephtys incisa	227033	130362	Nephtys incisa	accepted	Species	Animalia	Annelida		Phyllodocida	Nephtyidae	Nephtys
Neptunea	1004997	137710	Neptunea	accepted	Genus	Animalia	Mollusca		Neogastropoda	Buccinidae	Neptunea
Neptunea antiqua	218065	138920	Neptunea antiqua	accepted	Species	Animalia	Mollusca		Neogastropoda	Buccinidae	Neptunea
Neptunea despecta	218066	138923	Neptunea despecta	accepted	Species	Animalia	Mollusca		Neogastropoda	Buccinidae	Neptunea
Nereididae	2000493	22496	Nereididae	accepted	Family	Animalia	Annelida		Phyllodocida	Nereididae	
Nereididae	2000493	22496	Nereididae	accepted	Family	Animalia	Annelida		Phyllodocida	Nereididae	
Nereimyra	1007358	129314	Nereimyra	accepted	Genus	Animalia	Annelida		Phyllodocida	Hesionidae	Nereimyra
Nereimyra punctata	226847	130185	Nereimyra punctata	accepted	Species	Animalia	Annelida		Phyllodocida	Hesionidae	Nereimyra
Nereimyra woodsholea	245755	532020	Nereimyra woodsholea	accepted	Species	Animalia	Annelida		Phyllodocida	Hesionidae	Nereimyra
Neanthes	1007408	129378	Neanthes	accepted	Genus	Animalia	Annelida		Phyllodocida	Nereididae	Neanthes
Hediste diversicolor	227000	152302	Hediste diversicolor	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Hediste
Eunereis elitoralis	226999	130374	Eunereis elitoralis	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Eunereis
Nereis pelagica	227011	130404	Nereis pelagica	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Nereis
Alitta virens	227008	234851	Alitta virens	accepted	Species	Animalia	Annelida		Phyllodocida	Nereididae	Alitta
Nereididae	2000493	22496	Nereididae	accepted	Family	Animalia	Annelida		Phyllodocida	Nereididae	
Nerophis ophidion	206275	127385	Nerophis ophidion	accepted	Species	Animalia	Chordata		Syngnathiformes	Syngnathidae	Nerophis
Nicippe tumida	233566	102944	Nicippe tumida	accepted	Species	Animalia	Arthropoda		Amphipoda	Pardaliscidae	Nicippe
Nicolea zostericola	227519	131508	Nicolea zostericola	accepted	Species	Animalia	Annelida		Terebellida	Terebellidae	Nicolea
Nicomache	1007721	129357	Nicomache	accepted	Genus	Animalia	Annelida			Maldanidae	Nicomache
Nicomache lumbricalis	227794	130311	Nicomache lumbricalis	accepted	Species	Animalia	Annelida			Maldanidae	Nicomache
Nitella	1006637	494066	Nitella	accepted	Genus	Plantae	Charophyta		Charales	Characeae	Nitella
Nitella flexilis	225256	495157	Nitella flexilis	accepted	Species	Plantae	Charophyta		Charales	Characeae	Nitella
Nitella opaca	225259	495206	Nitella opaca	accepted	Species	Plantae	Charophyta		Charales	Characeae	Nitella
Nitella wahlbergiana	235063	495351	Nitella wahlbergiana	accepted	Species	Plantae	Charophyta		Charales	Characeae	Nitella
Nitzschia	6005997	149045	Nitzschia	accepted	Genus	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia acicularis	237709	149046	Nitzschia acicularis	uncertain	Species	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia acicularis var. acicularis	248631	175373	Nitzschia acicularis var. acicularis	accepted	Variety	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia acicularis var. acicularis	248631	175373	Nitzschia acicularis var. acicularis	accepted	Variety	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia frigida	237723	175400	Nitzschia frigida	uncertain	Species	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia intermedia	237731	175421	Nitzschia intermedia	accepted	Species	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Nitzschia longissima	237734	149150	Nitzschia longissima	accepted	Species	Chromista	Ochrophyta		Bacillariales	Bacillariaceae	Nitzschia
Noctiluca	1010635	109500	Noctiluca	accepted	Genus	Chromista	Myzozoa		Noctilucales	Noctilucaceae	Noctiluca
Noctiluca scintillans	238481	109921	Noctiluca scintillans	accepted	Species	Chromista	Myzozoa		Noctilucales	Noctilucaceae	Noctiluca
Nostoc	1008603	393172	Nostoc	accepted	Genus	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	Nostoc
Nostocaceae	2003010	146584	Nostocaceae	accepted	Family	Bacteria	Cyanobacteria		Nostocales	Nostocaceae	
Notholca	1009467	134944	Notholca	accepted	Genus	Animalia	Rotifera		Ploima	Brachionidae	Notholca
